alertid,date,time,sessionduration,spoofed,category,address,sport,Address category,Address address,dport,Service name,impact,version,Alert version,ident,name
125,03/07/2000,10:34:38,00:00:00,unknown,ipv4-addr,202.77.162.213,60522,ipv4-addr,172.16.112.10,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
126,03/07/2000,10:34:38,00:00:00,unknown,ipv4-addr,202.77.162.213,60524,ipv4-addr,172.16.112.10,32774,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
127,03/07/2000,10:34:40,00:00:08,unknown,ipv4-addr,202.77.162.213,46986,ipv4-addr,172.16.112.10,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
128,03/07/2000,10:34:44,00:00:00,unknown,ipv4-addr,202.77.162.213,60540,ipv4-addr,172.16.112.10,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
129,03/07/2000,10:34:44,00:00:00,unknown,ipv4-addr,202.77.162.213,60542,ipv4-addr,172.16.112.10,32774,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
130,03/07/2000,10:34:46,00:00:00,unknown,ipv4-addr,202.77.162.213,60547,ipv4-addr,172.16.112.10,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
131,03/07/2000,10:34:46,00:00:00,unknown,ipv4-addr,202.77.162.213,60549,ipv4-addr,172.16.112.10,32774,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
132,03/07/2000,10:34:48,00:00:05,unknown,ipv4-addr,202.77.162.213,46987,ipv4-addr,172.16.112.10,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
133,03/07/2000,10:34:48,00:00:00,unknown,ipv4-addr,202.77.162.213,60567,ipv4-addr,172.16.112.50,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
134,03/07/2000,10:34:48,00:00:00,unknown,ipv4-addr,202.77.162.213,60569,ipv4-addr,172.16.112.50,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
135,03/07/2000,10:34:51,00:00:00,unknown,ipv4-addr,202.77.162.213,60576,ipv4-addr,172.16.112.50,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
136,03/07/2000,10:34:51,00:00:00,unknown,ipv4-addr,202.77.162.213,60578,ipv4-addr,172.16.112.50,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
137,03/07/2000,10:34:53,00:00:08,unknown,ipv4-addr,202.77.162.213,46988,ipv4-addr,172.16.112.50,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
138,03/07/2000,10:34:57,00:00:00,unknown,ipv4-addr,202.77.162.213,60603,ipv4-addr,172.16.112.50,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
139,03/07/2000,10:34:57,00:00:00,unknown,ipv4-addr,202.77.162.213,60605,ipv4-addr,172.16.112.50,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
140,03/07/2000,10:34:59,00:00:00,unknown,ipv4-addr,202.77.162.213,60617,ipv4-addr,172.16.112.50,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
141,03/07/2000,10:34:59,00:00:00,unknown,ipv4-addr,202.77.162.213,60619,ipv4-addr,172.16.112.50,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
142,03/07/2000,10:35:01,00:00:00,unknown,ipv4-addr,202.77.162.213,47014,ipv4-addr,172.16.112.50,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
