alertid,date,time,sessionduration,spoofed,category,address,sport,Address category,Address address,dport,Service name,impact,version,Alert version,ident,name
42,03/07/2000,10:50:38,00:00:00,unknown,ipv4-addr,172.16.112.50,1023,ipv4-addr,202.77.162.213,514,tcp,unknown,0.1,1,tcpdump_dmz,tcpdump_dmz
43,03/07/2000,10:50:53,00:00:00,unknown,ipv4-addr,202.77.162.213,1017,ipv4-addr,172.16.112.50,514,tcp,unknown,0.1,1,tcpdump_dmz,tcpdump_dmz
44,03/07/2000,10:50:53,00:00:00,unknown,ipv4-addr,172.16.112.50,1023,ipv4-addr,202.77.162.213,1016,tcp,unknown,0.1,1,tcpdump_dmz,tcpdump_dmz
45,03/07/2000,09:51:36,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.115.5,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
46,03/07/2000,09:51:36,00:00:05,unknown,ipv4-addr,172.16.112.194,,ipv4-addr,202.77.162.213,,icmp-echo-reply,unknown,0.1,1,tcpdump_inside,tcpdump_inside
47,03/07/2000,09:51:36,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.115.20,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
48,03/07/2000,09:51:36,00:00:00,unknown,ipv4-addr,172.16.115.20,,ipv4-addr,202.77.162.213,,icmp-echo-reply,unknown,0.1,1,tcpdump_inside,tcpdump_inside
49,03/07/2000,09:51:38,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.115.87,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
50,03/07/2000,09:51:38,00:00:00,unknown,ipv4-addr,172.16.115.87,,ipv4-addr,202.77.162.213,,icmp-echo-reply,unknown,0.1,1,tcpdump_inside,tcpdump_inside
51,03/07/2000,09:51:41,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.115.234,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
52,03/07/2000,09:51:50,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.113.50,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
53,03/07/2000,09:51:50,00:00:00,unknown,ipv4-addr,172.16.113.50,,ipv4-addr,202.77.162.213,,icmp-echo-reply,unknown,0.1,1,tcpdump_inside,tcpdump_inside
54,03/07/2000,09:51:51,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.113.84,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
55,03/07/2000,09:51:51,00:00:09,unknown,ipv4-addr,172.16.112.194,,ipv4-addr,202.77.162.213,,icmp-echo-reply,unknown,0.1,1,tcpdump_inside,tcpdump_inside
56,03/07/2000,09:51:51,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.113.105,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
57,03/07/2000,09:51:51,00:00:00,unknown,ipv4-addr,172.16.113.105,,ipv4-addr,202.77.162.213,,icmp-echo-reply,unknown,0.1,1,tcpdump_inside,tcpdump_inside
58,03/07/2000,09:51:52,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.113.148,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
59,03/07/2000,09:51:52,00:00:00,unknown,ipv4-addr,172.16.113.148,,ipv4-addr,202.77.162.213,,icmp-echo-reply,unknown,0.1,1,tcpdump_inside,tcpdump_inside
60,03/07/2000,09:51:53,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.113.168,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
61,03/07/2000,09:51:53,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.113.169,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
62,03/07/2000,09:51:54,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.113.204,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
63,03/07/2000,09:51:54,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.113.207,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
64,03/07/2000,09:51:55,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.112.10,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
65,03/07/2000,09:51:55,00:00:00,unknown,ipv4-addr,172.16.112.10,,ipv4-addr,202.77.162.213,,icmp-echo-reply,unknown,0.1,1,tcpdump_inside,tcpdump_inside
66,03/07/2000,09:51:56,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.112.20,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
67,03/07/2000,09:51:56,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.112.50,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
68,03/07/2000,09:51:56,00:00:00,unknown,ipv4-addr,172.16.112.50,,ipv4-addr,202.77.162.213,,icmp-echo-reply,unknown,0.1,1,tcpdump_inside,tcpdump_inside
69,03/07/2000,09:51:58,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.112.100,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
70,03/07/2000,09:51:58,00:00:00,unknown,ipv4-addr,172.16.112.100,,ipv4-addr,202.77.162.213,,icmp-echo-reply,unknown,0.1,1,tcpdump_inside,tcpdump_inside
71,03/07/2000,09:51:58,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.112.105,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
72,03/07/2000,09:51:58,00:00:00,unknown,ipv4-addr,172.16.112.105,,ipv4-addr,202.77.162.213,,icmp-echo-reply,unknown,0.1,1,tcpdump_inside,tcpdump_inside
73,03/07/2000,09:51:59,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.112.149,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
74,03/07/2000,09:52:00,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.112.194,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
75,03/07/2000,09:52:00,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.112.207,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
76,03/07/2000,10:08:07,00:00:00,unknown,ipv4-addr,202.77.162.213,54790,ipv4-addr,172.16.115.20,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
77,03/07/2000,10:08:07,00:00:00,unknown,ipv4-addr,202.77.162.213,54792,ipv4-addr,172.16.115.20,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
78,03/07/2000,10:08:07,00:00:55,unknown,ipv4-addr,202.77.162.213,54793,ipv4-addr,172.16.115.87,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
79,03/07/2000,10:08:07,00:00:25,unknown,ipv4-addr,172.16.112.194,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
80,03/07/2000,10:08:37,00:00:00,unknown,ipv4-addr,172.16.115.87,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
81,03/07/2000,10:08:42,00:00:10,unknown,ipv4-addr,172.16.112.194,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
82,03/07/2000,10:08:57,00:00:00,unknown,ipv4-addr,172.16.115.87,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
83,03/07/2000,10:09:02,00:00:00,unknown,ipv4-addr,172.16.112.194,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
84,03/07/2000,10:12:09,00:00:00,unknown,ipv4-addr,202.77.162.213,55484,ipv4-addr,172.16.113.50,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
85,03/07/2000,10:12:09,00:00:55,unknown,ipv4-addr,202.77.162.213,55485,ipv4-addr,172.16.113.105,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
86,03/07/2000,10:12:09,00:00:00,unknown,ipv4-addr,172.16.112.194,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
87,03/07/2000,10:12:14,00:00:00,unknown,ipv4-addr,172.16.113.105,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
88,03/07/2000,10:12:19,00:00:00,unknown,ipv4-addr,172.16.117.132,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
89,03/07/2000,10:12:24,00:00:40,unknown,ipv4-addr,172.16.112.194,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
90,03/07/2000,10:13:09,00:00:55,unknown,ipv4-addr,202.77.162.213,55884,ipv4-addr,172.16.113.148,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
91,03/07/2000,10:13:09,00:00:00,unknown,ipv4-addr,172.16.113.148,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
92,03/07/2000,10:13:14,00:00:25,unknown,ipv4-addr,172.16.112.194,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
93,03/07/2000,10:13:44,00:00:00,unknown,ipv4-addr,172.16.113.148,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
94,03/07/2000,10:13:49,00:00:00,unknown,ipv4-addr,172.16.112.194,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
95,03/07/2000,10:13:54,00:00:00,unknown,ipv4-addr,172.16.113.148,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
96,03/07/2000,10:13:59,00:00:00,unknown,ipv4-addr,172.16.112.194,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
97,03/07/2000,10:14:04,00:00:00,unknown,ipv4-addr,172.16.113.148,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
98,03/07/2000,10:15:10,00:00:00,unknown,ipv4-addr,202.77.162.213,56254,ipv4-addr,172.16.112.10,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
99,03/07/2000,10:15:10,00:00:00,unknown,ipv4-addr,202.77.162.213,56256,ipv4-addr,172.16.112.10,32774,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
100,03/07/2000,10:15:10,00:00:00,unknown,ipv4-addr,202.77.162.213,56260,ipv4-addr,172.16.112.50,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
101,03/07/2000,10:15:10,00:00:00,unknown,ipv4-addr,202.77.162.213,56262,ipv4-addr,172.16.112.50,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
102,03/07/2000,10:15:10,00:00:55,unknown,ipv4-addr,202.77.162.213,56263,ipv4-addr,172.16.112.100,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
103,03/07/2000,10:15:10,00:00:55,unknown,ipv4-addr,172.16.112.100,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
104,03/07/2000,10:16:10,00:00:55,unknown,ipv4-addr,202.77.162.213,56413,ipv4-addr,172.16.112.105,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
105,03/07/2000,10:16:10,00:00:55,unknown,ipv4-addr,172.16.112.105,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
106,03/07/2000,10:17:10,00:00:55,unknown,ipv4-addr,202.77.162.213,56577,ipv4-addr,172.16.112.194,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
107,03/07/2000,10:17:10,00:00:55,unknown,ipv4-addr,172.16.112.194,,ipv4-addr,202.77.162.213,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
108,03/07/2000,10:33:10,00:00:00,unknown,ipv4-addr,202.77.162.213,60249,ipv4-addr,172.16.115.20,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
109,03/07/2000,10:33:10,00:00:00,unknown,ipv4-addr,202.77.162.213,60251,ipv4-addr,172.16.115.20,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
110,03/07/2000,10:33:12,00:00:00,unknown,ipv4-addr,202.77.162.213,60253,ipv4-addr,172.16.115.20,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
111,03/07/2000,10:33:12,00:00:00,unknown,ipv4-addr,202.77.162.213,60255,ipv4-addr,172.16.115.20,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
112,03/07/2000,10:33:14,00:00:08,unknown,ipv4-addr,202.77.162.213,46956,ipv4-addr,172.16.115.20,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
113,03/07/2000,10:33:18,00:00:00,unknown,ipv4-addr,202.77.162.213,60267,ipv4-addr,172.16.115.20,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
114,03/07/2000,10:33:18,00:00:00,unknown,ipv4-addr,202.77.162.213,60269,ipv4-addr,172.16.115.20,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
115,03/07/2000,10:33:20,00:00:00,unknown,ipv4-addr,202.77.162.213,60274,ipv4-addr,172.16.115.20,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
116,03/07/2000,10:33:20,00:00:00,unknown,ipv4-addr,202.77.162.213,60276,ipv4-addr,172.16.115.20,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
117,03/07/2000,10:33:22,00:00:09,unknown,ipv4-addr,202.77.162.213,46958,ipv4-addr,172.16.115.20,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
118,03/07/2000,10:33:27,00:00:00,unknown,ipv4-addr,202.77.162.213,60287,ipv4-addr,172.16.115.20,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
119,03/07/2000,10:33:27,00:00:00,unknown,ipv4-addr,202.77.162.213,60289,ipv4-addr,172.16.115.20,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
120,03/07/2000,10:33:29,00:00:00,unknown,ipv4-addr,202.77.162.213,60298,ipv4-addr,172.16.115.20,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
121,03/07/2000,10:33:29,00:00:00,unknown,ipv4-addr,202.77.162.213,60300,ipv4-addr,172.16.115.20,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
122,03/07/2000,10:33:31,00:00:01,unknown,ipv4-addr,202.77.162.213,46959,ipv4-addr,172.16.115.20,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
123,03/07/2000,10:34:36,00:00:00,unknown,ipv4-addr,202.77.162.213,60517,ipv4-addr,172.16.112.10,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
124,03/07/2000,10:34:36,00:00:00,unknown,ipv4-addr,202.77.162.213,60519,ipv4-addr,172.16.112.10,32774,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
125,03/07/2000,10:34:38,00:00:00,unknown,ipv4-addr,202.77.162.213,60522,ipv4-addr,172.16.112.10,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
126,03/07/2000,10:34:38,00:00:00,unknown,ipv4-addr,202.77.162.213,60524,ipv4-addr,172.16.112.10,32774,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
127,03/07/2000,10:34:40,00:00:08,unknown,ipv4-addr,202.77.162.213,46986,ipv4-addr,172.16.112.10,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
128,03/07/2000,10:34:44,00:00:00,unknown,ipv4-addr,202.77.162.213,60540,ipv4-addr,172.16.112.10,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
129,03/07/2000,10:34:44,00:00:00,unknown,ipv4-addr,202.77.162.213,60542,ipv4-addr,172.16.112.10,32774,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
130,03/07/2000,10:34:46,00:00:00,unknown,ipv4-addr,202.77.162.213,60547,ipv4-addr,172.16.112.10,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
131,03/07/2000,10:34:46,00:00:00,unknown,ipv4-addr,202.77.162.213,60549,ipv4-addr,172.16.112.10,32774,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
132,03/07/2000,10:34:48,00:00:05,unknown,ipv4-addr,202.77.162.213,46987,ipv4-addr,172.16.112.10,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
133,03/07/2000,10:34:48,00:00:00,unknown,ipv4-addr,202.77.162.213,60567,ipv4-addr,172.16.112.50,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
134,03/07/2000,10:34:48,00:00:00,unknown,ipv4-addr,202.77.162.213,60569,ipv4-addr,172.16.112.50,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
135,03/07/2000,10:34:51,00:00:00,unknown,ipv4-addr,202.77.162.213,60576,ipv4-addr,172.16.112.50,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
136,03/07/2000,10:34:51,00:00:00,unknown,ipv4-addr,202.77.162.213,60578,ipv4-addr,172.16.112.50,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
137,03/07/2000,10:34:53,00:00:08,unknown,ipv4-addr,202.77.162.213,46988,ipv4-addr,172.16.112.50,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
138,03/07/2000,10:34:57,00:00:00,unknown,ipv4-addr,202.77.162.213,60603,ipv4-addr,172.16.112.50,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
139,03/07/2000,10:34:57,00:00:00,unknown,ipv4-addr,202.77.162.213,60605,ipv4-addr,172.16.112.50,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
140,03/07/2000,10:34:59,00:00:00,unknown,ipv4-addr,202.77.162.213,60617,ipv4-addr,172.16.112.50,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
141,03/07/2000,10:34:59,00:00:00,unknown,ipv4-addr,202.77.162.213,60619,ipv4-addr,172.16.112.50,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
142,03/07/2000,10:35:01,00:00:00,unknown,ipv4-addr,202.77.162.213,47014,ipv4-addr,172.16.112.50,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
143,03/07/2000,10:50:01,00:00:05,unknown,ipv4-addr,202.77.162.213,47496,ipv4-addr,172.16.115.20,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
144,03/07/2000,10:50:02,00:00:00,unknown,ipv4-addr,172.16.115.20,1023,ipv4-addr,202.77.162.213,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
145,03/07/2000,10:50:02,00:00:01,unknown,ipv4-addr,172.16.115.20,1022,ipv4-addr,202.77.162.213,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
