alertid,date,time,sessionduration,spoofed,category,address,sport,Address category,Address address,dport,Service name,impact,version,Alert version,ident,name
60,03/07/2000,09:51:53,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.113.168,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
61,03/07/2000,09:51:53,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.113.169,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
62,03/07/2000,09:51:54,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.113.204,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
63,03/07/2000,09:51:54,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.113.207,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
64,03/07/2000,09:51:55,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.112.10,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
65,03/07/2000,09:51:55,00:00:00,unknown,ipv4-addr,172.16.112.10,,ipv4-addr,202.77.162.213,,icmp-echo-reply,unknown,0.1,1,tcpdump_inside,tcpdump_inside
66,03/07/2000,09:51:56,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.112.20,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
67,03/07/2000,09:51:56,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.112.50,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
68,03/07/2000,09:51:56,00:00:00,unknown,ipv4-addr,172.16.112.50,,ipv4-addr,202.77.162.213,,icmp-echo-reply,unknown,0.1,1,tcpdump_inside,tcpdump_inside
69,03/07/2000,09:51:58,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.112.100,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
70,03/07/2000,09:51:58,00:00:00,unknown,ipv4-addr,172.16.112.100,,ipv4-addr,202.77.162.213,,icmp-echo-reply,unknown,0.1,1,tcpdump_inside,tcpdump_inside
71,03/07/2000,09:51:58,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.112.105,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
72,03/07/2000,09:51:58,00:00:00,unknown,ipv4-addr,172.16.112.105,,ipv4-addr,202.77.162.213,,icmp-echo-reply,unknown,0.1,1,tcpdump_inside,tcpdump_inside
73,03/07/2000,09:51:59,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.112.149,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
74,03/07/2000,09:52:00,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.112.194,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
75,03/07/2000,09:52:00,00:00:00,unknown,ipv4-addr,202.77.162.213,,ipv4-addr,172.16.112.207,,icmp-echo-request,unknown,0.1,1,tcpdump_inside,tcpdump_inside
